"This leaderboard is the average results of 40 runs done between 1,433 competitors. (After many handshake, kingmaker, minion, and random.seed manipulators had been removed.)",,,,,,,,,,,,,,
"More improvements: For these runs, the order in which the 1v1s were conducted was also randomized, just in case there were any lingering effects between game-to-game (there shouldn't be, but I just wanted to be safe)",,,,,,,,,,,,,,
THIS LEADERBOARD IS NOT FINALIZED!,,,,,,,,,,,,,,
ID,Rank,Author,Strategy name,Passed sanity check? (no crash),Trial count,Average of (SCORE*100),95% margin of error of (SCORE*100),Stdev of (SCORE*100),% turns cooperated (equal weight to each game regardless of game length),% coop rate stdev across diff opponents,Days after announcement submitted,Non-empty lines of code,"Runtime against 9 defaults (in ms) (~2,250 runs)",A/B branch
userStrats.s155,#618,YiNaN,recursive.py,TRUE,40,270.757,±0.090,59.186,87.482,29.417,0.37726,20,380.091,3
userStrats.s519,#619,Oxalia,weightedTitForTat.py,TRUE,40,270.741,±0.085,60.081,83.81,32.677,2.45958,58,99.319,2
userStrats.s1296,#620,Nick,lebowski.py,TRUE,40,270.706,±0.088,66.419,80.785,37.482,6.84296,58,104.905,3
userStrats.s202,#621,MrTomato99,gradual.py,TRUE,40,270.696,±0.066,69.087,95.071,10.555,0.58287,32,91.514,3
userStrats.s169,#622,Tak Ajnin,agentTakAjnin.py,TRUE,40,270.69,±0.120,60.763,89.433,20.392,0.44515,13,88.249,0
userStrats.s1033,#623,Javi,patient.py,TRUE,40,270.633,±0.071,58.413,84.96,27.597,6.06238,14,90.834,0
userStrats.s1573,#624,Ben_g_man (Benjamin),Expected_Value_Analysis.py,TRUE,40,270.612,±0.098,81.487,88.639,31.037,7.84162,41,337.802,2
userStrats.s231,#625,choc,haech.py,TRUE,40,270.541,±0.115,80.789,75.418,41.653,0.6598,3,126.597,2
userStrats.s489,#626,isaac,grudge.py,TRUE,40,270.486,±0.093,75.284,78.121,40.011,2.0819,77,109.277,1
userStrats.s241,#627,Michael Zhang,michael.py,TRUE,40,270.446,±0.063,75.691,77.258,40.337,0.68353,29,87.456,3
userStrats.s1423,#628,linger1109,MathMan.py,TRUE,40,270.444,±0.094,60.168,84.105,32.321,6.98745,20,211.719,2
userStrats.s260,#629,icebox246,slightlyCrazy.py,TRUE,40,270.414,±0.085,68.848,94.353,12.033,0.76171,41,102.863,2
userStrats.s602,#630,simon224,adaptiveGambler.py,TRUE,40,270.367,±0.150,60.581,85.458,28.698,3.06669,19,153.94,1
userStrats.s710,#631,Zac,punishNaive.py,TRUE,40,270.325,±0.130,79.612,81.699,37.047,4.14595,38,103.586,3
userStrats.s1253,#632,email,titfortat.py,TRUE,40,270.316,±0.056,60.031,86.111,28.167,6.7688,8,100.075,-1
userStrats.s1406,#633,halcdev,caryKHMeToVictory.py,TRUE,40,270.296,±0.082,75.779,77.89,40.041,6.97625,82,136.793,1
userStrats.s886,#634,Julian,orangeOwl.py,TRUE,40,270.259,±0.080,79.902,75.63,41.246,5.59441,38,106.078,2
userStrats.s399,#635,Sahaquiel,observer.py,TRUE,40,270.037,±0.095,66.918,80.826,37.413,1.54887,15,100.079,3
userStrats.s944,#636,turbo_girl,turbo_girl.py,TRUE,40,269.995,±0.101,79.803,74.127,41.804,5.822,48,229.913,2
userStrats.s1579,#637,ThatXliner,lyners_cannon.py,TRUE,40,269.992,±0.077,73.964,82.603,34.101,7.88966,30,205.905,0
userStrats.s360,#638,RoiEX,likelyCooperate.py,TRUE,40,269.885,±0.130,61.659,84.457,32.351,1.17887,49,185.464,3
userStrats.s344,#639,Douglas,yepe.py,TRUE,40,269.859,±0.147,62.187,89.419,21.23,1.08252,8,100.76,3
userStrats.s913,#640,Logan D.,myjudgedetection.py,TRUE,40,269.564,±0.112,71.815,79.199,38.502,5.72476,28,148.703,0
userStrats.s475,#641,Tom Fryers,lmtft.py,TRUE,40,269.528,±0.116,80.468,74.614,41.859,2.01243,26,275.137,0
userStrats.s1246,#642,Timm638,timm638..py,TRUE,40,269.526,±0.084,58.941,82.976,30.948,6.76049,9,99.591,3
userStrats.s590,#643,ClemenPine,statistician.py,TRUE,40,269.502,±0.100,64.254,81.955,35.621,2.96872,21,104.714,0
userStrats.s1454,#644,Ophiuchus,greed.py,TRUE,40,269.446,±0.110,73.765,85.924,21.607,7.00517,61,147.243,0
userStrats.s1251,#645,Dylan,titfortat.py,TRUE,40,269.417,±0.070,60.053,84.184,29.41,6.76419,12,93.505,3
userStrats.s1250,#646,email,tft(1).py,TRUE,40,269.397,±0.074,60.03,84.167,29.404,6.76316,12,90.661,-1
userStrats.s433,#647,99cows99,tit3tat.py,TRUE,40,269.395,±0.112,62.187,83.776,33.037,1.77549,33,189.612,2
userStrats.s1207,#648,Inbouto,unforgiving_statistician.py,TRUE,40,269.341,±0.080,67.627,76.982,37.686,6.67369,65,590.37,2
userStrats.s1042,#649,Dice,im_learning.py,TRUE,40,269.249,±0.128,65.758,81.241,34.152,6.09382,12,144.912,3
userStrats.s1444,#650,eriksx,forgiving_grudger.py,TRUE,40,269.222,±0.067,63.12,82.365,33.803,7.00036,13,98.01,3
userStrats.s824,#651,JoshFish11,fishoPpm.py,TRUE,40,269.214,±0.095,60.533,85.287,30.74,5.06168,97,637.915,0
userStrats.s133,#652,Blahsadfeguie (or just Blah),sigma.py,TRUE,40,269.101,±0.087,61.211,90.303,25.447,0.26528,16,85.777,0
userStrats.s1194,#653,JonnyRobbie,jonnyRobbie.py,TRUE,40,269.068,±0.107,64.959,82.961,33.92,6.63899,22,95.542,2
userStrats.s1507,#654,Bone,bestBoogaloo.py,TRUE,40,269.024,±0.100,72.819,80.087,34.708,7.02049,16,109.579,3
userStrats.s1027,#655,José Sousa,yadjs.py,TRUE,40,269.018,±0.132,74.441,74.098,34.252,6.04285,317,207.695,3
userStrats.s743,#656,Steb,fgt_steb.py,TRUE,40,269.009,±0.247,67.004,82.823,30.883,4.54571,17,98.061,2
userStrats.s96,#657,Gregovin,lessForgivingTitForTat.py,TRUE,40,268.975,±0.087,67.371,80.229,37.22,0.17859,20,94.994,2
userStrats.s1396,#658,Koen te Dorsthorst,suspicious (1).py,TRUE,40,268.941,±0.095,64.141,80.264,35.34,6.9702,30,94.026,3
userStrats.s872,#659,jichanbachan,unforgivingTFTv4.py,TRUE,40,268.848,±0.081,73.344,78.125,38.566,5.45374,62,93.457,2
userStrats.s1217,#660,lork6,new.py,TRUE,40,268.805,±0.145,72.45,87.333,30.964,6.69546,26,90.487,2
userStrats.s1036,#661,ern,patternEV.py,TRUE,40,268.735,±0.088,64.467,81.043,35.914,6.07372,59,145.93,3
userStrats.s584,#662,yabadabadoo,test.py,TRUE,40,268.718,±0.057,59.364,92.957,20.346,2.93444,16,94.448,3
userStrats.s524,#663,ps4star,historian.py,TRUE,40,268.636,±0.115,77.72,78.494,39.68,2.51036,51,544.429,3
userStrats.s1421,#664,gust,HistoryFinder4.py,TRUE,40,268.544,±0.078,66.133,80.634,36.651,6.98622,13,96.274,1
userStrats.s1255,#665,Shazam,dumbAndDumber.py,TRUE,40,268.51,±0.088,72.215,80.073,37.421,6.77009,37,109.116,3
userStrats.s40,#666,Houdini111,h111.py,TRUE,40,268.462,±0.217,66.632,80.963,35.834,0.08185,24,726.12,1
userStrats.s768,#667,BigBrainDude,bigBrain.py,TRUE,40,268.446,±0.108,66.881,80.39,36.411,4.76556,17,107.842,3
userStrats.s1424,#668,Danda,random_detector.py,TRUE,40,268.384,±0.100,68.629,80.004,38.087,6.98796,15,127.125,2
userStrats.s866,#669,Sage,RagingCake.py,TRUE,40,268.358,±0.094,68.112,82.063,32.684,5.38706,25,90.522,2
userStrats.s1231,#670,Our Lucky Winner,ReasonableBusinessmanStrategy.py,TRUE,40,268.332,±0.202,61.709,83.579,30.751,6.73609,10,272,0
userStrats.s229,#671,QuantumDeveloper,triggeredTFT.py,TRUE,40,268.33,±0.107,69.151,79.627,38.476,0.65317,20,106.923,2
userStrats.s1228,#672,Ich_73,Ich_73.py,TRUE,40,268.272,±0.206,61.76,83.572,30.775,6.73424,26,276.736,1
userStrats.s210,#673,Sky,escalation.py,TRUE,40,268.249,±0.103,77.224,75.867,40.707,0.60193,16,93.895,0
userStrats.s834,#674,Fug Nuggler (Hunter Thompson),StatisticalOffensive-TFT.py,TRUE,40,268.202,±0.127,78.51,74.196,38.154,5.10727,43,104.462,1
userStrats.s187,#675,FrenchOniichan,theJudge.py,TRUE,40,268.119,±0.095,62.658,85.118,32.203,0.508,27,97.961,0
userStrats.s381,#676,satyen,comparat0r.py,TRUE,40,268.086,±0.091,62.673,85.115,32.193,1.33682,25,159.14,2
userStrats.s1558,#677,Magnús Á.,failsafe_majority.py,TRUE,40,268.065,±0.088,62.532,85.688,31.839,7.51052,24,161.232,0
userStrats.s954,#678,eric,my_grimTrigger.py,TRUE,40,268.06,±0.095,76.517,76.097,40.858,5.8473,29,100.347,3
userStrats.s882,#679,Dan Krupsky,smilingPinkElephant.py,TRUE,40,268.042,±0.119,74.827,75.067,37.409,5.55786,39,97.303,1
userStrats.s1544,#680,Lazor,bettorDetector.py,TRUE,40,267.999,±0.075,68.078,79.709,37.417,7.17255,122,144.056,2
userStrats.s150,#681,Jagaimo,toggleTrigger.py,TRUE,40,267.67,±0.072,77.968,83.928,22.822,0.33759,17,90.846,0
userStrats.s562,#682,Smiley1000,Smiley1000s_actual_Strat.py,TRUE,40,267.636,±0.082,79.364,75.501,41.485,2.79326,46,109.877,0
userStrats.s875,#683,Shantanu,goodboi2.py,TRUE,40,267.592,±0.091,66.302,81.247,35.471,5.48083,74,91.335,1
userStrats.s672,#684,green60ninja,green60ninja_strat.py,TRUE,40,267.566,±0.099,70.034,87.402,23.205,3.87861,24,148.123,3
userStrats.s1576,#685,Utkarsh,coOpProbability.py,TRUE,40,267.505,±0.274,64.011,83.588,33.543,7.85839,32,97.087,3
userStrats.s172,#686,Cedestroyer,forgiveLess.py,TRUE,40,267.475,±0.076,77.259,76.54,40.836,0.45451,21,88.518,2
userStrats.s147,#687,tristanishappy,Tristan_RandForTat.py,TRUE,40,267.464,±0.200,63.6,83.523,31.785,0.31233,30,99.115,2
userStrats.s790,#688,Chris,hyper_param_submission_2_13_20_0.py,TRUE,40,267.304,±0.081,79.175,76.132,40.842,4.88116,79,115.241,0
userStrats.s411,#689,Imperator,MultipleSimpleScripts.py,TRUE,40,267.287,±0.104,81.819,81.966,37.739,1.68441,15,88.952,3
userStrats.s1106,#690,CursedFlames,strat.py,TRUE,40,267.222,±0.098,79.807,73.761,42.493,6.30784,26,98.359,2
userStrats.s316,#691,niklasbo,niklasbostrategy.py,TRUE,40,267.175,±0.084,64.016,88.398,28.084,0.93126,24,98.703,3
userStrats.s692,#692,Thomas Lynn,dummy.py,TRUE,40,267.041,±0.210,68.646,79.788,34.085,3.95597,30,183.13,1
userStrats.s294,#693,LazyLiger,LazyStrat.py,TRUE,40,267.006,±0.078,63.657,84.36,32.894,0.86782,26,138.369,0
userStrats.s924,#694,Frederic,FluffyGauss.py,TRUE,40,267.005,±0.106,79.855,75.638,39.287,5.76434,65,222.828,1
userStrats.s1233,#695,Box  (or Niko!),buttchug.py,TRUE,40,266.953,±0.095,76.543,74.919,38.8,6.73841,16,97.23,3
userStrats.s1098,#696,pizzapenguin,areYouFollowingMe.py,TRUE,40,266.909,±0.105,63.787,85.432,31.991,6.27571,28,397.86,1
userStrats.s1379,#697,Holarctic,shouldntWin.py,TRUE,40,266.837,±0.240,65.375,82.342,33.422,6.94737,6,94.758,1
userStrats.s618,#698,Sean,SKULLIMPALER9000000.py,TRUE,40,266.824,±0.085,70.278,79.012,38.939,3.4381,11,89.264,2
userStrats.s115,#699,Kenji A.K.A. Knogo (Either one!),knogo-strat.py,TRUE,40,266.723,±0.391,75.677,76.318,40.185,0.2012,31,105.131,2
userStrats.s318,#700,Chisato Sozo,nice_guy.py,TRUE,40,266.718,±0.109,69.135,78.8,38.068,0.93281,24,123.809,0
userStrats.s1309,#701,chrismit3s,randChoiceLin.py,TRUE,40,266.705,±0.209,63.365,82.703,31.602,6.87,10,192.672,1
userStrats.s1032,#702,Michael,lisenkov.py,TRUE,40,266.687,±0.086,83.664,73.475,42.449,6.0597,47,125.743,0
userStrats.s76,#703,Mocha,mocha3.py,TRUE,40,266.682,±0.063,60.558,93.267,19.635,0.15515,7,86.237,0
userStrats.s1519,#704,"Peter Chatain (pronounced ""shu-tain"")",peter_chatain.py,TRUE,40,266.617,±0.064,60.616,93.244,19.671,7.03865,8,92.641,0
exampleStrats.ftft,#705,None,ftft,TRUE,40,266.574,±0.067,60.669,93.229,19.705,0,7,0,-1
userStrats.s417,#706,Csoma (It's pronounced Choma),iSwearImInnocent.py,TRUE,40,266.541,±0.083,78.999,76.681,40.57,1.71394,30,120.883,0
userStrats.s299,#707,Ben Turley,legend.py,TRUE,40,266.498,±0.121,73.116,81.981,36.219,0.88149,18,151.805,2
userStrats.s719,#708,Aidan,Crusher8.py,TRUE,40,266.498,±0.114,69.035,79.935,38.413,4.20325,13,89.307,1
userStrats.s798,#709,nzec,grdtftm.py,TRUE,40,266.479,±0.088,73.286,77.326,39.763,4.91324,13,91.043,2
userStrats.s435,#710,aced7,contest entry.py,TRUE,40,266.389,±0.089,69.17,78.164,38.255,1.79692,12,90.602,1
userStrats.s377,#711,Graham,grudge.py,TRUE,40,266.287,±0.118,74.617,76.604,40.505,1.31089,10,88.753,1
userStrats.s1122,#712,Louis,2faces.py,TRUE,40,266.245,±0.098,75.454,78.092,39.201,6.38137,42,88.224,3
userStrats.s1132,#713,James Rayman,surgeon.py,TRUE,40,266.172,±0.092,86.098,67.968,37.673,6.41794,175,160.108,1
userStrats.s394,#714,ky.ba2,Ender_Wiggin.py,TRUE,40,266.168,±0.082,76.124,75.913,41.122,1.49293,41,89.75,2
userStrats.s415,#715,Rai,AboveSeaLevel.py,TRUE,40,266.164,±0.102,67.639,79.814,37.433,1.70348,16,103.042,2
userStrats.s1272,#716,Cas,gen_pnn-337.py,TRUE,40,266.147,±0.100,79.779,77.117,40.437,6.81332,24,127.791,3
userStrats.s196,#717,Solar,oddsifyCorrelativeGrimTrigger.py,TRUE,40,266.143,±0.191,80.323,73.944,39.277,0.53865,16,304.131,1
userStrats.s805,#718,Sebastian,myCuteRacoon.py,TRUE,40,266.126,±0.108,69.186,79.48,38.28,4.96162,52,98.08,2
userStrats.s1330,#719,Edu,adjustingExtortion.py,TRUE,40,266.121,±0.210,68.992,78.289,34.542,6.89125,67,182.15,0
userStrats.s371,#720,aimmmmmmmmm (pronounced aim),aimmmmmmmmm'sStrategy.py,TRUE,40,266.084,±0.367,63.211,80.749,32.316,1.26868,17,119.895,0
userStrats.s893,#721,Steven,exponentialDistrust.py,TRUE,40,266.066,±0.109,76.785,76.03,40.994,5.6445,21,95.939,3
userStrats.s200,#722,DevilXD,gtft.py,TRUE,40,266.062,±0.086,80.298,74.779,41.538,0.57878,30,90.9,3
userStrats.s289,#723,Koyn,[]self.py,TRUE,40,266.006,±0.101,80.27,74.78,41.555,0.85729,9,95.614,3
userStrats.s958,#724,Semni,tft_grim.py,TRUE,40,265.979,±0.083,80.28,74.784,41.54,5.86081,17,93.844,1
userStrats.s226,#725,Valentin,tft_grim.py,TRUE,40,265.976,±0.088,80.635,74.647,41.721,0.64477,17,102.863,1
userStrats.s312,#726,Sarp,defectiveTFT.py,TRUE,40,265.972,±0.107,80.324,74.767,41.558,0.91472,20,90.523,3
userStrats.s387,#727,Qr,tft_spiteful.py,TRUE,40,265.953,±0.113,80.282,74.796,41.543,1.41696,15,90.535,1
userStrats.s814,#728,Heliodex,forgivingGrimTrigger.py,TRUE,40,265.944,±0.086,80.298,74.772,41.554,5.01519,29,99.353,3
userStrats.s1534,#729,Severus,4rules.py,TRUE,40,265.939,±0.095,79.605,74.85,41.383,7.14598,10,95.82,3
userStrats.s240,#730,Peter (but don't say it online),foolMeTwice.py,TRUE,40,265.937,±0.097,80.297,74.766,41.555,0.67878,44,96.966,0
userStrats.s1139,#731,Scrubz,empirical.py,TRUE,40,265.935,±0.137,87.389,84.655,29.295,6.43462,29,454.957,1
userStrats.s946,#732,Rhyte (pronounced as 'right'),frustrated.py,TRUE,40,265.934,±0.089,80.327,74.749,41.57,5.82528,8,102.334,1
userStrats.s378,#733,KINGGpatrick,Grim TitForTat.py,TRUE,40,265.853,±0.084,80.349,74.715,41.574,1.31471,15,86.163,1
userStrats.s499,#734,mmdanggg2,trusting.py,TRUE,40,265.85,±0.244,68.566,79.249,37.475,2.20366,13,97.771,1
userStrats.s1310,#735,David K,PerceptiveTFTnn. Q..py,TRUE,40,265.807,±0.121,80.167,75.647,41.21,6.87017,228,184.588,1
userStrats.s1319,#736,Eike,ETR_FAL3_MEM2.py,TRUE,40,265.755,±0.065,61.976,92.189,21.69,6.87973,8,91.442,0
userStrats.s680,#737,Asterion,howDareYou.py,TRUE,40,265.741,±0.227,69.06,78.586,38.177,3.90961,22,101.491,3
userStrats.s1102,#738,Nathan777,tftoad.py,TRUE,40,265.734,±0.201,64.65,83.232,29.467,6.28873,38,196.502,0
userStrats.s853,#739,Marcos,mdstrats.py,TRUE,40,265.677,±0.202,65.208,85.592,26.912,5.29101,22,159.179,1
userStrats.s1002,#740,Thriple T (h is intended),analyseTheEnemy.py,TRUE,40,265.636,±0.087,64.41,86.593,30.685,5.96199,68,105.396,1
userStrats.s1223,#741,arct,wrand.py,TRUE,40,265.629,±0.233,64.725,83.24,29.384,6.72807,11,140.47,3
userStrats.s455,#742,Luke Atmey,zvarri.py,TRUE,40,265.594,±0.072,66.067,81.057,35.179,1.89372,50,104.813,1
userStrats.s359,#743,SakuraTechnologies,stft.py,TRUE,40,265.546,±0.165,68.917,79.994,37.94,1.1787,59,112.858,2
userStrats.s2,#744,Jonathan Li,evolvedFsmV2.py,TRUE,40,265.54,±0.088,85.156,75.65,36.736,-0.31987,68,108.943,1
userStrats.s496,#745,Cameron,analyseAnalyseANALYSE.py,TRUE,40,265.527,±0.104,66.863,83.824,32.68,2.16512,162,94.112,1
userStrats.s1169,#746,Mercutio,mercPavlov.py,TRUE,40,265.51,±0.099,85.655,72.337,43.565,6.53167,16,129.244,0
userStrats.s828,#747,Alkolyte,Analyst.py,TRUE,40,265.449,±0.101,83.015,76.647,41.322,5.07086,63,95.06,1
userStrats.s1430,#748,"Mobius, 404, or Mobius404 (Mobius preferred)",mobius404.py,TRUE,40,265.383,±0.175,69.809,77.682,38.014,6.9926,34,174.042,1
userStrats.s1323,#749,Markus,defectProbability.py,TRUE,40,265.37,±0.150,67.551,88.209,26.539,6.88416,38,111.768,0
userStrats.s1,#750,Jonathan Li,evolvedFsm.py,TRUE,40,265.351,±0.085,84.821,76.114,35.981,-0.37074,66,91.813,0
userStrats.s861,#751,Repsej2003,Averagebutbad.py,TRUE,40,265.2,±0.239,65.07,82.653,30.286,5.35517,17,134.612,2
userStrats.s779,#752,Remi,Omnidroid v.10.10 - Remington Vaughan.py,TRUE,40,265.184,±0.089,83.715,73.086,42.515,4.80488,62,109.646,3
userStrats.s940,#753,DVDTSB,evolvedLookerUp222.py,TRUE,40,265.126,±0.131,85.25,80.311,32.712,5.81663,10,103.689,-1
userStrats.s1289,#754,😳,Cheater.py,TRUE,40,265.089,±0.105,85.14,80.331,32.7,6.83546,82,112.667,0
userStrats.s3,#755,Bottersnike,lookup.py,TRUE,40,265.064,±0.116,85.286,80.38,32.649,-0.3063,20,106.943,2
userStrats.s1172,#756,Jon,evolvedLookerup.py,TRUE,40,265.055,±0.104,85.275,80.391,32.625,6.54819,92,136.538,2
userStrats.s1209,#757,Will_Ko,randomMirror.py,TRUE,40,265.004,±0.175,65.508,83.442,29.362,6.6784,51,140.116,1
userStrats.s1331,#758,Doron,LookupTable.py,TRUE,40,264.997,±0.098,85.241,80.351,32.646,6.89182,17,119.52,3
userStrats.s1061,#759,Jost Salathé,AnxiousLittleMFer.py,TRUE,40,264.886,±0.221,69.952,78.646,37.136,6.14537,27,97.524,3
userStrats.s1069,#760,Rory,fOppRandom.py,TRUE,40,264.882,±0.194,65.433,82.621,30.366,6.17985,17,93.568,2
userStrats.s1468,#761,Forrest,FAM_strat.py,TRUE,40,264.84,±0.112,75.62,74.196,36.906,7.01049,30,88.151,3
userStrats.s353,#762,Akira,normally-weight.py,TRUE,40,264.837,±0.076,66.094,82.28,34.541,1.12866,25,695.698,1
userStrats.s1149,#763,FlavourFriend,pavlov.py,TRUE,40,264.742,±0.116,68.216,78.985,37.031,6.4667,27,94.557,2
userStrats.s287,#764,[blank],adaptive.py,TRUE,40,264.646,±0.101,80.478,68.766,33.769,0.85543,51,97.301,1
userStrats.s1012,#765,Robert,!seperatedProber1.py,TRUE,40,264.603,±0.149,72.664,75.496,26.17,5.98837,54,108.84,3
userStrats.s563,#766,vb0t,vb0tStrat.py,TRUE,40,264.583,±0.089,72.621,77.607,40.019,2.797,20,175.496,2
userStrats.s100,#767,d0rb,ProbabilisticCopycat.py,TRUE,40,264.577,±0.228,65.796,82.336,30.723,0.18248,22,157.07,0
userStrats.s1109,#768,Endr,twitchingDice.py,TRUE,40,264.542,±0.203,65.976,82.299,30.824,6.33162,8,111.962,3
userStrats.s28,#769,Noah,noah.py,TRUE,40,264.525,±0.095,66.605,82.53,34.763,0.05117,16,96.642,2
userStrats.s808,#770,Sir Drowzee III,custom.py,TRUE,40,264.497,±0.219,65.838,82.286,30.775,4.98578,15,124.13,2
userStrats.s135,#771,NotAName,bruceLee.py,TRUE,40,264.468,±0.186,65.915,82.299,30.603,0.27108,8,146.047,3
userStrats.s632,#772,acee,my_strategy.py,TRUE,40,264.467,±0.209,65.957,82.285,30.807,3.57147,19,200.647,0
userStrats.s1252,#773,Lhistoire,RandomRecall.py,TRUE,40,264.448,±0.180,65.915,82.267,30.793,6.76726,22,97.907,2
userStrats.s45,#774,zelosos,calculatedDice.py,TRUE,40,264.442,±0.268,65.978,82.266,30.786,0.08375,23,117.872,0
userStrats.s693,#775,R2bEEaton,trusting.py,TRUE,40,264.429,±0.189,65.981,82.261,30.82,3.96404,12,120.561,1
userStrats.s422,#776,AerSlayer,randomChoice.py,TRUE,40,264.415,±0.199,65.974,82.27,30.804,1.7276,8,99.151,2
userStrats.s716,#777,Jersey,jersey_random_other.py,TRUE,40,264.395,±0.219,65.938,82.267,30.784,4.1733,11,91.739,2
userStrats.s930,#778,"joshf26 (""Josh"" is fine)",play_against.py,TRUE,40,264.392,±0.120,73.393,84.161,33.073,5.78884,75,105.004,2
userStrats.s369,#779,SnarkElemental,chaoticNeutral.py,TRUE,40,264.378,±0.225,66.001,82.274,30.791,1.26649,38,93.156,3
exampleStrats.detective,#780,None,detective,TRUE,40,264.374,±0.174,69.431,77.038,36.328,0,32,0,-1
userStrats.s967,#781,Legendary Heart,statistician.py,TRUE,40,264.345,±0.190,66.006,82.24,30.82,5.87924,37,99.815,3
userStrats.s426,#782,cucumbercat,ratio.py,TRUE,40,264.328,±0.190,66,82.242,30.819,1.75354,13,119.64,0
userStrats.s1482,#783,bull313,thoughtfulStrat.py,TRUE,40,264.314,±0.102,82.418,76.727,40.802,7.01578,266,93.797,2
userStrats.s1258,#784,gieddy,test.py,TRUE,40,264.295,±0.233,66.069,82.195,30.881,6.78843,13,147.047,1
userStrats.s1045,#785,Meepcom,when cary is sus.py,TRUE,40,264.288,±0.104,69.244,78.762,33.287,6.10208,17,143.837,3
userStrats.s889,#786,CuboManco,meanAsProbability.py,TRUE,40,264.279,±0.260,66.027,82.197,30.881,5.61896,10,132.136,1
userStrats.s625,#787,Epants101,probabilistic_recent.py,TRUE,40,264.262,±0.093,68.38,80.931,35.915,3.51453,10,105.716,0
userStrats.s997,#788,RomanCantu,roman.py,TRUE,40,264.253,±0.196,66.068,82.191,30.867,5.95492,9,201.727,0
userStrats.s791,#789,Quintkat,averageTotalChanceQuintkat.py,TRUE,40,264.249,±0.221,66.164,82.196,30.904,4.89083,17,182.759,0
userStrats.s1374,#790,NightTheMystic,night_strat.py,TRUE,40,264.249,±0.286,90.832,64.041,42.136,6.94078,246,110.272,0
userStrats.s1110,#791,The_Juan_And_Only,mimic.py,TRUE,40,264.237,±0.219,66.165,82.191,30.895,6.33306,20,124.041,1
userStrats.s92,#792,I_like_pi_,are_ya_winning_son. John.py,TRUE,40,264.231,±0.075,74.966,89.022,19.463,0.17564,18,88.029,2
userStrats.s304,#793,Mabz,eyefori.py,TRUE,40,264.23,±0.215,66.171,81.889,31.075,0.89385,24,139.122,3
userStrats.s1080,#794,omegabyte_03,catboy3BatsForgiving.py,TRUE,40,264.18,±0.064,83.954,71.596,43.723,6.21088,58,96.146,3
userStrats.s1105,#795,Reed,forgivingTriggerTech.py,TRUE,40,264.088,±0.083,74.688,76.247,40.529,6.30627,42,96.744,1
userStrats.s696,#796,Krzysztof,statBotTwelve.py,TRUE,40,263.986,±0.146,78.018,77.193,39.983,3.98479,41,298.654,2
userStrats.s63,#797,ValleyDragon,forgivingGrimTrigger.py,TRUE,40,263.962,±0.091,84.353,72.53,43.324,0.12046,19,85.162,3
userStrats.s164,#798,zm,btft.py,TRUE,40,263.894,±0.296,71.256,77.12,39.559,0.41187,15,94.375,1
userStrats.s850,#799,Macneil Shonle,seeYa.py,TRUE,40,263.882,±0.278,67.437,84.471,28.026,5.28213,32,332.25,3
userStrats.s497,#800,Zick,yeetyaw.py,TRUE,40,263.876,±0.144,95.687,92.085,22.407,2.17466,85,97.27,2
userStrats.s801,#801,"War or Jojo, whichever you like best",brickByBrick.py,TRUE,40,263.867,±0.195,66.937,85.204,31.529,4.93655,18,96.409,2
userStrats.s1234,#802,Marcel,punishingTitForTat.py,TRUE,40,263.822,±0.106,81.29,73.703,42.589,6.73895,25,98.277,1
userStrats.s670,#803,Roman,fastBayesMatcher.py,TRUE,40,263.712,±0.108,68.234,83.5,34.658,3.8441,60,113.222,1
userStrats.s560,#804,anderium,titForTatUnlessRandom.py,TRUE,40,263.686,±0.101,71.39,77.991,38.775,2.78816,34,139.13,1
userStrats.s688,#805,Andi,gradual.py,TRUE,40,263.615,±0.113,77.384,75.112,41.659,3.94147,19,92.391,2
userStrats.s248,#806,britboy3456,britboy2.py,TRUE,40,263.611,±0.088,77.36,75.098,41.646,0.71502,24,246.702,0
userStrats.s265,#807,Possseidon,grimCooldown.py,TRUE,40,263.59,±0.110,77.387,75.092,41.654,0.76884,29,108.149,1
userStrats.s68,#808,Harry Tsang,my_submission.py,TRUE,40,263.582,±0.104,84.735,73.846,41.391,0.13691,26,89.182,2
userStrats.s727,#809,myl,counter.py,TRUE,40,263.565,±0.114,68.586,81.53,36.142,4.26939,12,93.461,0
userStrats.s358,#810,Luke,titForWhack.py,TRUE,40,263.562,±0.098,77.417,75.054,41.683,1.16625,13,92.722,3
userStrats.s840,#811,ThreadSnake,ThreadSnakeStrat.py,TRUE,40,263.536,±0.220,75.098,76.99,39.651,5.18631,32,179.891,0
userStrats.s351,#812,hayden,clairvoyant.py,TRUE,40,263.366,±0.086,67.827,83.493,34.363,1.12561,18,125.744,2
userStrats.s833,#813,Plum,looker_up_I_barely_know_her.py,TRUE,40,263.142,±0.121,87.382,80.059,32.975,5.10163,15,109.078,2
userStrats.s742,#814,Xianthu Laman,smooth_brain-xianthu.py,TRUE,40,262.893,±0.105,80.822,73.252,42.368,4.5265,66,92.85,2
